id,consent,priority,physics_score,russian_score,math_score,achievements_score,total_score
555880,False,3,70,79,45,3,197
981308,True,3,69,66,69,8,212
473745,False,2,65,68,80,1,214
975272,True,3,62,72,72,9,215
504420,False,2,63,66,89,6,224
62203,True,2,65,71,88,7,231
514423,True,3,63,78,59,7,207
16092,True,2,65,76,78,8,227
241549,False,1,74,73,62,2,211
656896,True,2,65,79,73,5,222
810967,True,2,75,62,63,10,210
297714,False,4,66,75,78,8,227
870520,True,1,65,66,76,6,213
926886,True,1,63,60,82,10,215
333827,False,1,61,67,82,9,219
76931,False,4,76,72,48,7,203
558373,False,2,64,61,74,7,206
283369,True,3,79,60,63,0,202
652511,True,1,60,75,70,1,206
440444,False,3,63,79,77,5,224
609001,True,1,72,69,60,5,206
196674,False,3,75,75,64,4,218
710141,True,1,73,70,76,10,229
800125,True,1,74,60,65,5,204
915201,True,3,69,68,86,5,228
107310,False,4,67,80,53,7,207
662447,True,1,69,65,87,1,222
611202,True,4,66,69,67,1,203
872528,False,3,78,79,62,2,221
123591,True,2,75,77,59,2,213
306240,True,2,76,66,79,8,229
905682,True,1,69,80,76,1,226
90296,True,4,77,68,58,10,213
727619,True,2,64,73,60,6,203
904927,True,3,60,70,73,8,211
23281,True,2,60,77,72,1,210
772787,True,1,80,76,56,2,214
400937,True,4,67,63,65,5,200
16619,False,4,69,61,86,4,220
409882,True,4,74,68,64,10,216
147617,True,2,79,77,67,3,226
738465,False,2,69,60,96,0,225
718182,False,4,78,73,69,4,224
314161,False,3,70,62,76,4,212
900354,True,4,65,74,83,2,224
854393,False,1,66,61,92,3,222
252594,True,2,65,77,50,3,195
956583,True,1,71,68,73,3,215
707161,True,3,76,67,70,2,215
450067,False,4,76,64,71,2,213
117353,True,4,70,76,67,1,214
16625,False,2,72,67,76,0,215
41158,True,1,67,79,67,6,219
642083,True,4,79,63,67,7,216
672698,False,4,74,61,61,3,199
322279,True,4,72,76,74,10,232
860507,True,2,72,68,80,2,222
362021,True,2,66,63,87,6,222
250145,False,3,79,69,67,2,217
839322,False,1,65,78,49,2,194
790565,False,2,71,64,92,10,237
194735,True,1,61,66,86,9,222
932402,False,2,67,63,71,9,210
293183,True,3,64,80,52,6,202
516154,True,3,64,75,58,10,207
194853,True,4,78,79,64,10,231
330204,True,1,60,78,79,6,223
988301,True,4,72,76,71,9,228
515865,False,4,74,71,55,3,203
203979,False,4,79,80,45,6,210
231187,False,1,79,75,62,10,226
120715,False,1,75,69,80,7,231
722267,True,3,69,63,94,8,234
893054,True,4,67,63,83,7,220
718455,True,3,75,67,76,0,218
780643,True,1,76,71,68,1,216
908759,True,3,69,80,63,8,220
235845,True,3,64,61,100,0,225
355166,False,1,74,68,50,4,196
525326,False,2,70,65,87,10,232
611278,False,4,77,72,55,6,210
769313,True,1,69,65,72,8,214
980499,False,1,62,73,68,4,207
388279,True,2,76,79,60,0,215
203671,False,3,61,61,81,1,204
681236,True,2,62,62,76,7,207
963803,True,2,76,61,69,9,215
420853,True,3,77,79,39,6,201
659565,True,2,65,66,60,10,201
647556,True,3,75,63,72,5,215
734517,False,3,61,76,76,9,222
313710,False,1,76,61,86,3,226
714540,True,2,74,68,56,6,204
201170,False,3,62,62,75,4,203
488775,True,2,60,76,72,10,218
137998,False,1,61,67,89,2,219
313214,True,1,69,73,66,10,218
870619,True,1,69,60,82,8,219
609896,True,2,71,75,71,1,218
69905,True,1,80,75,42,1,198
979100,True,4,68,60,74,9,211
411377,True,2,75,73,67,2,217
462456,False,4,62,66,67,2,197
73786,True,4,78,62,76,7,223
700166,True,2,72,61,68,2,203
101832,True,4,76,77,59,8,220
408258,True,4,78,69,52,2,201
756559,True,2,68,61,68,4,201
251544,True,4,79,63,78,8,228
483026,True,4,66,72,63,6,207
47129,True,1,67,74,74,0,215
1548,False,1,72,60,87,0,219
284049,True,3,74,68,62,2,206
190256,False,2,73,74,57,3,207
469139,True,1,80,73,61,4,218
700541,True,3,70,60,91,0,221
436479,True,1,64,79,67,3,213
65096,True,1,64,71,72,5,212
403529,True,1,64,74,64,6,208
85154,True,1,67,74,74,1,216
457686,True,2,70,70,66,1,207
47306,True,1,80,79,54,9,222
318635,True,3,77,68,65,1,211
151209,False,1,65,61,66,10,202
364246,True,3,78,65,64,6,213
426161,True,1,76,63,83,0,222
998671,True,2,62,65,72,9,208
58862,True,3,78,76,46,6,206
414560,False,4,64,62,88,9,223
309392,False,4,69,60,93,4,226
670486,True,3,66,72,56,4,198
459924,True,2,69,77,54,6,206
372545,True,4,60,60,99,4,223
205167,True,1,61,75,63,1,200
804414,True,3,79,80,46,7,212
979108,False,1,80,63,86,0,229
679117,True,4,70,63,76,6,215
191387,True,3,66,72,78,0,216
742799,True,3,69,70,67,4,210
912259,False,1,62,63,94,1,220
712310,False,3,76,75,75,2,228
867199,True,3,78,72,46,3,199
395170,True,2,62,64,96,4,226
463793,True,4,70,69,81,10,230
