id,consent,priority,physics_score,russian_score,math_score,achievements_score,total_score
247690,False,4,53,41,74,4,172
279598,False,1,62,74,77,1,214
914916,False,3,43,51,79,0,173
128120,False,1,55,46,44,7,152
97774,False,1,65,55,43,9,172
58897,False,3,42,40,48,1,131
779059,False,2,57,57,55,9,178
466676,False,2,71,56,43,4,174
373600,False,2,73,65,65,9,212
972177,False,2,61,79,74,3,217
719709,False,1,71,67,75,8,221
980527,False,1,55,74,47,4,180
403041,False,1,61,49,66,6,182
73859,False,2,68,58,60,1,187
408360,False,3,70,78,76,9,233
127562,False,3,47,44,45,10,146
642919,False,3,66,67,74,7,214
448,False,1,55,50,48,10,163
399580,True,1,49,65,53,0,167
567933,False,1,57,55,66,6,184
619460,False,1,78,55,79,1,213
823111,False,1,74,75,55,1,205
809146,False,1,55,55,40,6,156
42104,False,2,66,68,80,9,223
767795,True,2,78,74,48,0,200
292709,False,1,61,73,60,9,203
913119,False,2,50,68,77,3,198
518779,False,1,76,67,76,9,228
136911,False,1,70,80,65,7,222
361587,False,2,78,45,77,3,203
35857,False,2,48,79,52,7,186
531685,False,2,52,55,61,1,169
500687,False,2,64,61,69,2,196
623325,False,1,42,79,80,1,202
512312,False,2,80,52,70,0,202
257397,False,1,43,54,57,9,163
4534,False,1,67,67,49,8,191
530454,False,2,44,50,57,9,160
725648,False,2,54,55,80,10,199
953465,False,1,59,60,56,2,177
863753,False,2,64,80,78,10,232
139117,False,1,64,78,72,4,218
940262,False,1,50,68,53,6,177
628525,False,1,47,43,41,0,131
395901,False,2,45,66,60,7,178
301480,False,1,41,69,45,2,157
401846,False,2,65,69,60,7,201
433696,False,1,80,48,76,9,213
331619,False,1,46,64,58,9,177
730160,False,1,60,50,57,10,177
774001,False,1,67,45,59,0,171
793493,False,1,56,79,69,8,212
143699,False,1,42,72,74,1,189
503606,False,1,44,54,50,0,148
87685,False,1,75,78,54,7,214
229139,False,1,47,74,76,0,197
817682,False,2,50,71,63,8,192
969484,False,1,78,64,64,1,207
965889,False,1,60,53,59,3,175
636902,False,2,54,74,48,6,182
56517,False,2,69,48,62,6,185
440970,False,2,49,40,49,5,143
724364,False,2,43,77,53,10,183
971582,True,1,42,67,79,3,191
280389,False,2,66,45,73,10,194
604055,False,1,67,50,50,6,173
162118,False,1,73,62,48,9,192
983284,True,1,75,79,40,0,194
542733,False,2,56,60,61,5,182
804058,False,1,44,57,53,5,159
305923,True,2,72,46,42,2,162
746103,False,1,54,78,46,8,186
453979,False,2,56,79,73,0,208
548814,False,1,61,80,47,8,196
286558,False,2,77,55,57,10,199
697981,False,2,57,54,60,8,179
101380,False,1,40,65,71,10,186
265535,False,1,61,71,66,7,205
530883,True,2,51,66,69,2,188
365561,False,1,65,54,60,4,183
43488,False,1,59,53,52,10,174
718950,False,3,50,74,50,2,176
771062,False,1,50,52,75,2,179
934611,False,3,75,65,43,8,191
802216,False,2,64,59,44,1,168
779477,False,4,78,54,68,6,206
915199,False,1,70,51,61,0,182
960050,False,3,57,64,41,8,170
370400,False,3,55,58,74,4,191
818457,False,4,57,45,75,0,177
149551,False,4,50,80,70,8,208
999853,False,4,72,80,51,8,211
588819,False,1,62,43,57,8,170
334069,True,3,79,79,73,9,240
986623,False,3,47,54,60,5,166
163634,False,2,80,67,75,0,222
336815,False,1,73,64,69,10,216
110354,False,3,53,51,79,6,189
902411,False,2,49,46,70,0,165
22774,False,3,76,58,50,3,187
