id,consent,priority,physics_score,russian_score,math_score,achievements_score,total_score
777811,True,2,98,89,98,2,287
789789,True,4,89,86,100,7,282
68234,True,1,92,97,86,7,282
115206,True,1,95,94,100,1,290
273273,True,2,84,93,86,1,264
160540,True,4,95,97,76,5,273
818575,False,1,100,83,90,4,277
492461,True,4,95,100,75,6,276
505390,True,2,87,99,92,10,288
801024,True,1,89,86,100,4,279
42751,False,3,100,95,83,4,282
222043,True,3,100,84,100,6,290
798631,True,2,89,86,100,4,279
648261,True,4,94,98,75,7,274
723380,False,4,100,96,95,7,298
916891,True,2,96,94,97,7,294
344829,True,1,90,95,84,6,275
916631,False,2,95,99,94,6,294
118458,False,1,100,96,65,1,262
109843,False,1,94,94,89,2,279
952003,True,4,95,100,98,4,297
127793,True,1,89,95,100,6,290
494437,True,2,93,83,100,1,277
511742,False,4,98,84,100,5,287
20510,True,4,88,96,100,3,287
518820,False,1,85,100,85,5,275
877830,True,2,93,97,74,6,270
148179,False,4,91,83,100,7,281
434258,True,1,87,100,100,10,297
490805,True,4,100,100,81,5,286
579623,True,3,88,100,91,8,287
91706,True,3,100,97,72,3,272
989543,True,1,93,94,96,3,286
401152,True,2,100,95,99,2,296
300580,True,1,87,100,84,5,276
676564,True,4,99,94,92,1,286
230770,True,2,90,87,100,9,286
790583,True,3,83,100,92,10,285
230784,True,1,94,91,83,4,272
822967,False,3,85,100,94,10,289
472377,True,4,100,96,98,0,294
623299,False,3,83,92,100,5,280
118046,True,4,92,91,100,7,290
474638,True,4,98,86,89,6,279
407300,True,1,96,83,95,0,274
414189,True,1,85,99,96,5,285
356648,True,3,95,84,100,9,288
488472,True,3,83,100,100,10,293
226469,True,1,100,100,94,10,304
550687,True,2,96,95,80,2,273
154803,True,1,94,100,85,8,287
570969,False,4,84,100,89,5,278
750320,False,3,100,98,91,6,295
894700,True,1,89,99,99,6,293
345407,True,2,97,89,100,7,293
383823,False,3,88,93,100,10,291
642754,True,3,92,96,99,2,289
219637,True,3,97,94,90,10,291
371805,True,1,88,94,100,4,286
792302,True,4,83,100,100,8,291
695843,True,2,100,84,87,0,271
661404,False,3,93,100,85,5,283
41139,True,3,100,86,90,8,284
693682,True,4,91,94,91,3,279
739880,False,4,100,90,90,4,284
521136,True,3,99,100,68,9,276
723978,True,4,100,88,89,6,283
316056,True,2,83,92,99,4,278
265216,True,3,83,84,99,7,273
120814,True,2,96,93,89,3,281
701039,False,3,96,85,100,6,287
550630,True,4,95,86,87,10,278
31133,False,2,100,94,98,9,301
426432,True,4,89,84,97,3,273
434381,True,2,83,95,99,0,277
49345,True,1,98,84,100,3,285
475382,True,2,100,97,85,3,285
570727,False,3,100,97,100,5,302
45260,False,2,100,99,89,6,294
611084,True,3,88,100,75,7,270
542101,False,1,92,90,100,1,283
695853,False,4,100,96,94,1,291
50559,True,2,87,98,95,6,286
366896,True,1,90,83,100,1,274
103451,True,1,96,90,96,6,288
858001,True,1,99,98,92,5,294
443461,True,4,83,91,97,2,273
633362,True,4,93,92,84,4,273
970939,True,3,100,87,100,2,289
721177,False,3,100,100,83,2,285
722405,False,2,100,83,100,6,289
308138,True,2,100,87,100,5,292
885281,True,2,94,88,100,2,284
560023,True,1,93,100,99,10,302
309747,True,4,100,90,93,0,283
191054,False,3,96,95,81,6,278
129520,True,3,89,99,88,6,282
823849,True,1,90,98,91,4,283
417772,True,2,98,87,100,10,295
880263,False,4,85,96,89,10,280
718057,True,4,89,88,100,4,281
314633,True,3,99,91,92,7,289
558636,False,3,90,100,100,10,300
159133,True,3,90,84,100,1,275
9128,True,1,100,100,78,3,281
553986,True,2,90,94,95,8,287
249125,True,1,88,96,92,9,285
503191,True,4,97,92,97,5,291
733635,True,4,98,85,82,3,268
720817,True,2,96,95,74,3,268
878627,True,1,91,84,100,9,284
319847,True,1,100,100,94,0,294
71720,True,1,100,84,100,8,292
561458,False,4,85,93,95,0,273
989777,True,2,86,96,100,7,289
473131,False,1,99,90,97,5,291
333351,True,4,93,100,91,10,294
645359,False,4,98,88,100,4,290
467856,False,2,100,92,93,1,286
955654,True,2,98,83,100,8,289
683216,True,2,92,98,85,6,281
984717,False,4,91,100,84,8,283
656259,True,2,100,87,94,10,291
344309,True,1,87,100,88,5,280
761024,True,4,100,100,84,5,289
228036,False,1,86,99,89,3,277
911906,True,1,83,84,100,5,272
734014,False,4,86,100,100,10,296
451965,False,1,93,99,81,1,274
107779,True,3,100,100,71,0,271
511330,True,1,87,90,100,10,287
119825,True,3,92,87,100,1,280
307587,False,2,92,100,84,6,282
638585,False,1,93,84,100,9,286
369374,False,2,100,90,95,3,288
872642,True,1,85,95,100,3,283
351098,True,4,98,98,97,3,296
381672,True,1,100,99,71,3,273
513019,True,4,95,100,86,7,288
102135,True,1,84,88,99,0,271
25812,True,3,90,83,100,5,278
753934,True,3,84,97,100,6,287
773307,False,1,100,97,71,0,268
390551,True,3,83,91,92,4,270
886253,True,3,88,83,100,4,275
173759,False,4,100,93,94,2,289
398203,True,2,97,86,100,8,291
833175,True,1,87,89,100,1,277
555996,True,4,89,91,100,6,286
886596,True,4,92,89,100,6,287
191084,True,2,100,100,88,6,294
896146,True,3,95,100,100,9,304
720985,True,3,85,94,96,1,276
417609,True,4,83,98,86,1,268
76628,False,4,87,99,95,5,286
288334,True,3,99,100,82,7,288
161607,True,2,86,99,91,1,277
316276,True,2,100,95,86,2,283
13624,True,2,100,90,100,7,297
879936,False,4,86,92,100,3,281
625832,False,2,93,100,98,9,300
506046,True,2,85,100,100,7,292
345405,False,2,99,84,88,8,279
756318,False,1,89,83,100,7,279
663279,True,2,100,86,82,7,275
173050,False,1,83,97,99,0,279
726407,True,1,93,96,89,2,280
922642,True,1,97,100,83,1,281
245716,True,2,100,84,93,5,282
206825,False,3,85,87,100,2,274
6265,False,2,87,87,100,5,279
20018,True,4,100,86,100,4,290
212843,True,2,98,87,92,1,278
274239,True,1,100,100,92,8,300
586648,True,3,100,84,94,8,286
303654,True,1,88,93,83,6,270
306728,True,3,87,93,100,0,280
729651,True,2,92,86,100,3,281
275649,True,3,86,86,97,2,271
315335,True,4,91,85,100,9,285
936506,True,2,83,99,89,7,278
183250,True,2,99,85,90,10,284
839893,True,3,90,97,100,2,289
627222,True,4,92,92,87,9,280
315937,False,2,99,87,82,9,277
724114,True,1,96,86,100,4,286
306104,True,4,87,98,82,10,277
625353,True,4,98,87,100,2,287
861562,False,1,91,85,100,8,284
269446,True,1,94,86,100,9,289
662142,False,2,92,100,96,0,288
64606,True,4,96,98,92,2,288
880579,True,3,100,96,92,5,293
627582,True,3,93,100,82,10,285
115413,True,3,100,98,84,9,291
578054,True,3,94,98,77,9,278
118853,False,2,86,85,100,2,273
562167,True,2,100,100,83,7,290
712811,True,3,84,100,100,5,289
399769,True,1,94,88,100,0,282
722232,True,2,88,98,100,3,289
730623,True,3,98,95,87,3,283
884532,True,3,88,100,100,9,297
963697,False,1,98,92,87,9,286
164757,True,3,87,100,79,6,272
557425,True,2,91,90,82,5,268
821722,True,4,100,96,89,0,285
942321,True,1,97,100,90,3,290
575666,True,2,100,100,67,4,271
113588,True,1,100,87,85,4,276
193769,True,1,83,86,100,1,270
61696,False,2,98,95,90,7,290
358762,False,4,100,98,71,9,278
893821,False,4,90,88,93,2,273
329370,False,2,92,92,94,2,280
539025,True,2,86,91,100,8,285
867743,True,4,100,100,69,5,274
446830,False,3,83,86,98,8,275
805566,True,1,83,90,100,7,280
418469,True,1,94,92,100,4,290
805449,True,2,88,100,91,3,282
819236,True,1,100,84,82,4,270
285392,False,2,93,100,83,10,286
373763,True,3,100,100,69,4,273
538595,False,2,100,92,78,2,272
435997,False,2,94,98,92,9,293
770450,False,4,95,91,80,8,274
743787,False,1,87,100,91,3,281
558770,False,4,100,100,95,10,305
142632,True,1,98,100,94,9,301
956238,False,4,86,99,82,7,274
713277,False,4,93,89,90,4,276
635722,False,1,85,95,98,7,285
84877,True,1,87,92,94,8,281
759617,True,3,100,92,76,8,276
929984,False,1,85,97,86,8,276
925418,True,1,91,100,100,5,296
716876,True,4,95,83,100,6,284
49092,False,2,98,85,89,7,279
176853,True,3,89,89,96,1,275
312639,False,1,99,90,100,1,290
566508,False,4,94,99,86,9,288
621331,False,4,100,85,99,4,288
18556,True,2,100,98,75,7,280
671950,True,2,88,99,93,3,283
226737,True,3,87,94,100,0,281
922670,False,1,98,93,81,7,279
399416,True,2,88,87,100,0,275
128704,True,2,93,100,87,8,288
489829,True,1,98,91,99,9,297
788229,True,3,91,92,95,4,282
866458,True,2,86,83,100,6,275
231550,False,1,85,99,97,8,289
909510,False,1,92,98,95,6,291
338445,False,4,100,93,81,5,279
818566,True,3,86,97,94,1,278
942898,True,4,97,94,91,10,292
983854,True,1,89,91,88,3,271
399916,False,3,100,92,71,8,271
952042,True,4,86,95,100,4,285
520336,True,3,94,99,83,1,277
801196,True,4,89,100,79,0,268
55468,True,4,87,95,100,4,286
662170,True,2,93,97,91,8,289
938317,True,4,87,92,100,4,283
677076,True,2,91,88,100,4,283
290485,False,1,85,95,100,5,285
625660,True,3,95,84,92,2,273
454430,False,3,90,90,92,5,277
212895,True,1,83,99,100,10,292
353530,False,4,88,88,100,5,281
133323,False,3,89,85,100,3,277
685179,True,1,91,89,100,4,284
262980,True,2,86,100,100,9,295
684329,True,1,87,86,100,4,277
933293,True,2,85,93,98,1,277
390847,True,4,91,99,81,7,278
813283,True,2,87,88,100,5,280
524377,True,2,84,100,100,6,290
759924,True,4,94,98,78,8,278
806953,True,2,97,99,97,9,302
326733,True,4,95,100,85,9,289
547462,False,1,89,100,85,10,284
10064,False,1,100,100,78,5,283
494923,True,1,99,100,88,9,296
502142,False,3,86,93,86,5,270
869241,True,4,100,89,99,7,295
932274,False,3,97,94,81,5,277
995238,False,3,99,100,82,7,288
680405,True,3,93,86,90,0,269
298969,False,1,99,93,90,3,285
250374,False,3,91,100,90,2,283
688004,True,2,98,86,85,8,277
65758,True,3,90,97,89,1,277
768467,True,3,95,83,100,2,280
469237,True,4,86,85,100,2,273
591402,False,2,83,100,100,4,287
864173,False,3,100,90,77,4,271
540940,False,4,91,86,100,6,283
439285,True,1,87,100,100,0,287
149173,True,1,92,96,87,9,284
176552,False,3,94,99,100,0,293
291981,True,1,87,84,100,6,277
742725,True,4,99,85,83,4,271
403540,True,3,86,93,100,5,284
790015,True,1,95,92,100,6,293
509551,False,4,96,100,90,6,292
317648,True,2,93,95,85,1,274
410000,False,2,94,92,100,5,291
770192,True,4,99,85,92,2,278
567056,False,4,87,91,96,1,275
424781,True,2,84,93,100,7,284
343504,True,3,83,93,91,5,272
151363,True,4,90,100,100,4,294
963023,False,2,100,87,85,2,274
64122,True,1,91,91,87,7,276
980361,True,2,86,99,91,7,283
894091,True,3,100,93,95,4,292
649512,False,1,85,100,98,6,289
785033,False,3,92,89,100,10,291
420393,True,3,99,87,96,1,283
488384,True,4,95,98,77,9,279
306791,True,1,96,100,96,1,293
971808,False,4,96,98,100,10,304
689557,True,1,83,92,100,8,283
953095,True,1,85,89,95,1,270
442369,True,1,97,88,92,9,286
332048,True,3,99,99,90,1,289
234223,True,1,86,83,100,4,273
956705,True,1,95,87,95,10,287
891346,True,4,89,100,94,6,289
86120,False,4,98,98,87,4,287
359643,True,4,93,98,85,9,285
821788,True,4,90,100,88,0,278
939371,True,3,91,96,76,3,266
102022,True,3,100,90,77,6,273
35538,False,2,84,90,100,8,282
861981,True,1,89,100,78,2,269
41002,True,1,98,99,76,6,279
825779,True,3,96,84,90,10,280
