id,consent,priority,physics_score,russian_score,math_score,achievements_score,total_score
777811,True,1,100,82,92,7,281
789789,True,2,88,91,86,7,272
68234,True,3,82,98,100,3,283
115206,True,2,100,91,90,2,283
273273,True,3,87,97,74,7,265
160540,True,1,88,92,92,2,274
818575,False,2,100,95,83,8,286
492461,True,2,85,100,100,1,286
505390,True,1,84,85,100,4,273
801024,True,3,98,100,78,10,286
42751,False,4,81,90,100,4,275
222043,True,2,100,95,86,7,288
798631,True,4,99,96,65,5,265
648261,True,1,98,91,96,0,285
723380,False,2,88,96,93,8,285
916891,True,1,88,84,100,3,275
344829,True,3,83,85,100,4,272
916631,False,1,84,96,100,1,281
118458,False,2,96,91,82,8,277
109843,False,4,91,85,100,4,280
952003,True,1,97,87,86,7,277
127793,True,3,89,82,92,4,267
494437,True,1,97,89,100,1,287
511742,False,1,91,96,100,5,292
20510,True,3,90,92,100,8,290
518820,False,3,90,93,76,2,261
877830,True,4,91,89,79,0,259
148179,False,1,100,95,92,9,296
434258,True,2,82,88,93,9,272
490805,True,1,89,92,79,1,261
579623,True,2,89,90,100,7,286
91706,True,4,95,81,100,5,281
989543,True,4,94,84,93,9,280
401152,True,4,92,82,100,3,277
300580,True,3,86,100,100,0,286
676564,True,1,100,95,72,5,272
230770,True,3,86,90,100,4,280
790583,True,1,87,91,100,1,279
230784,True,4,92,94,97,1,284
822967,False,4,87,95,90,6,278
472377,True,2,87,88,100,5,280
623299,False,1,92,98,76,8,274
118046,True,3,85,87,96,7,275
474638,True,2,85,98,100,9,292
407300,True,2,98,86,80,4,268
414189,True,3,81,88,100,5,274
356648,True,1,95,91,73,3,262
488472,True,1,93,85,99,2,279
226469,True,2,98,98,72,9,277
550687,True,4,98,81,93,5,277
154803,True,2,97,93,95,5,290
570969,False,2,82,91,100,2,275
750320,False,4,82,86,93,1,262
894700,True,3,84,85,100,8,277
345407,True,4,81,82,100,2,265
383823,False,1,91,90,100,5,286
642754,True,1,81,99,98,0,278
219637,True,2,91,90,100,3,284
371805,True,3,100,90,86,6,282
792302,True,2,99,100,66,4,269
695843,True,3,91,98,100,5,294
661404,False,2,93,85,96,2,276
41139,True,4,83,86,100,4,273
693682,True,1,86,84,100,3,273
739880,False,2,88,98,79,0,265
521136,True,2,86,97,84,8,275
723978,True,1,94,93,70,8,265
316056,True,4,88,90,94,9,281
265216,True,4,85,81,100,7,273
120814,True,1,100,82,100,7,289
701039,False,2,100,86,91,3,280
550630,True,3,85,88,96,10,279
31133,False,3,97,97,93,6,293
426432,True,2,91,82,100,8,281
434381,True,3,82,87,100,1,270
49345,True,4,99,93,90,0,282
475382,True,3,95,86,100,4,285
570727,False,4,93,97,82,3,275
45260,False,3,88,94,88,0,270
611084,True,1,92,95,89,3,279
542101,False,2,82,100,85,4,271
695853,False,1,89,91,85,7,272
50559,True,3,91,92,86,0,269
366896,True,4,89,100,83,2,274
103451,True,2,95,89,78,2,264
858001,True,2,88,91,88,10,277
443461,True,2,94,88,88,3,273
633362,True,2,82,100,92,3,277
970939,True,1,97,97,94,4,292
721177,False,4,96,81,100,1,278
722405,False,4,86,96,100,10,292
308138,True,3,96,88,100,1,285
885281,True,1,84,100,84,0,268
560023,True,2,84,96,100,9,289
309747,True,1,100,85,89,9,283
191054,False,4,99,95,85,0,279
129520,True,2,99,94,80,9,282
823849,True,2,88,99,83,5,275
417772,True,3,82,89,92,6,269
880263,False,2,97,100,83,5,285
718057,True,2,88,87,96,3,274
314633,True,4,97,92,86,1,276
558636,False,4,88,87,97,5,277
159133,True,1,88,81,100,9,278
9128,True,3,91,86,100,7,284
553986,True,4,100,96,66,1,263
249125,True,4,85,97,83,9,274
503191,True,3,86,94,85,1,266
881655,False,2,93,100,74,9,276
733635,True,2,91,83,100,3,277
720817,True,1,82,91,93,2,268
878627,True,2,98,89,89,7,283
319847,True,4,94,100,76,1,271
71720,True,2,93,82,87,5,267
561458,False,1,100,95,94,1,290
989777,True,1,100,89,75,10,274
473131,False,3,100,89,79,8,276
333351,True,2,92,83,99,0,274
645359,False,2,95,87,78,9,269
467856,False,3,85,87,87,1,260
955654,True,3,100,100,82,2,284
683216,True,1,91,90,81,9,271
984717,False,3,100,85,78,10,273
656259,True,1,98,97,83,2,280
344309,True,4,93,87,100,1,281
761024,True,2,81,90,100,8,279
228036,False,3,86,96,93,8,283
911906,True,3,96,82,87,3,268
734014,False,2,87,84,100,9,280
451965,False,4,98,92,90,10,290
107779,True,4,94,97,94,6,291
511330,True,4,100,95,80,2,277
119825,True,1,81,87,100,3,271
307587,False,4,87,100,73,7,267
638585,False,3,95,84,85,5,269
369374,False,3,92,95,82,6,275
872642,True,4,98,81,88,8,275
351098,True,3,93,86,100,9,288
381672,True,3,85,83,100,10,278
513019,True,2,88,97,97,10,292
102135,True,4,100,86,78,2,266
25812,True,4,88,98,95,7,288
753934,True,2,83,81,100,4,268
773307,False,2,97,91,93,9,290
390551,True,2,81,89,100,1,271
886253,True,4,83,91,89,8,271
173759,False,1,100,98,65,6,269
398203,True,4,84,99,89,2,274
833175,True,2,98,91,78,7,274
555996,True,2,86,87,100,0,273
886596,True,3,100,82,100,2,284
191084,True,4,96,85,82,10,273
896146,True,4,81,87,100,3,271
720985,True,2,86,95,83,10,274
417609,True,1,84,90,92,7,273
76628,False,1,82,94,100,0,276
288334,True,4,85,97,99,1,282
161607,True,1,84,95,96,8,283
