id,consent,priority,physics_score,russian_score,math_score,achievements_score,total_score
777811,True,4,89,90,100,7,286
789789,True,3,97,88,100,7,292
68234,True,4,92,99,100,1,292
115206,True,4,89,100,100,8,297
273273,True,4,100,100,100,8,308
160540,True,2,92,91,100,3,286
818575,False,3,100,100,98,6,304
492461,True,1,99,96,91,0,286
505390,True,3,94,100,89,7,290
801024,True,2,90,100,92,6,288
42751,False,2,91,94,94,7,286
222043,True,1,94,89,100,3,286
798631,True,3,90,100,100,10,300
648261,True,2,86,93,100,1,280
723380,False,3,100,100,74,1,275
916891,True,4,92,100,89,2,283
344829,True,2,100,97,77,1,275
916631,False,4,96,88,100,5,289
118458,False,3,87,100,100,5,292
109843,False,2,88,88,100,10,286
952003,True,2,97,100,100,6,303
127793,True,4,98,100,95,10,303
494437,True,3,88,96,96,0,280
511742,False,2,100,100,80,8,288
20510,True,2,100,97,85,7,289
518820,False,2,93,98,100,5,296
877830,True,1,97,86,100,1,284
148179,False,2,96,92,100,5,293
434258,True,3,87,100,100,6,293
490805,True,2,100,96,87,7,290
579623,True,1,86,86,100,2,274
91706,True,2,94,86,100,1,281
989543,True,3,100,96,100,4,300
401152,True,1,96,91,100,0,287
300580,True,4,100,94,100,2,296
676564,True,2,100,94,84,2,280
230770,True,1,100,97,79,10,286
790583,True,2,100,100,84,8,292
230784,True,3,91,100,100,10,301
822967,False,1,87,87,100,6,280
472377,True,3,98,89,97,7,291
623299,False,2,100,92,100,2,294
308600,True,2,87,90,100,7,284
118046,True,1,95,100,93,5,293
474638,True,3,90,86,100,1,277
407300,True,3,97,94,100,7,298
414189,True,4,89,99,99,2,289
356648,True,2,95,100,92,1,288
488472,True,4,86,100,100,2,288
226469,True,3,92,98,97,0,287
550687,True,3,100,100,100,3,303
154803,True,4,99,96,81,2,278
570969,False,1,100,100,90,3,293
750320,False,1,94,91,100,0,285
894700,True,2,100,95,88,3,286
345407,True,1,99,100,91,5,295
383823,False,4,100,93,89,2,284
642754,True,2,86,88,100,7,281
219637,True,4,91,87,100,2,280
371805,True,4,100,100,72,10,282
792302,True,1,100,89,96,9,294
695843,True,4,96,97,88,4,285
661404,False,4,100,100,80,0,280
41139,True,2,94,88,100,3,285
693682,True,2,96,91,100,2,289
739880,False,1,99,95,100,9,303
521136,True,4,86,100,99,3,288
723978,True,3,100,94,95,2,291
316056,True,1,100,87,92,1,280
265216,True,2,100,100,96,2,298
120814,True,3,91,100,94,9,294
701039,False,1,100,97,100,7,304
550630,True,2,100,87,100,10,297
31133,False,1,98,92,100,10,300
426432,True,1,87,87,100,3,277
434381,True,4,98,100,99,6,303
49345,True,3,96,97,82,7,282
475382,True,1,97,100,80,4,281
570727,False,2,99,89,98,9,295
45260,False,1,95,100,82,1,278
611084,True,4,97,98,85,1,281
542101,False,3,100,87,100,0,287
695853,False,3,98,93,100,6,297
50559,True,1,86,95,100,7,288
366896,True,3,99,100,91,8,298
103451,True,3,91,88,100,3,282
858001,True,4,100,94,100,0,294
443461,True,1,92,98,95,8,293
633362,True,1,97,92,85,10,284
970939,True,2,100,86,86,3,275
721177,False,1,93,88,100,9,290
722405,False,3,97,97,100,9,303
308138,True,1,93,100,82,5,280
885281,True,3,100,92,92,7,291
560023,True,4,98,100,100,10,308
309747,True,3,89,93,100,6,288
191054,False,1,100,96,100,10,306
129520,True,1,95,96,88,4,283
823849,True,4,100,91,84,6,281
417772,True,4,100,98,89,10,297
880263,False,1,96,100,79,7,282
718057,True,1,98,90,100,5,293
314633,True,1,93,100,82,5,280
558636,False,1,94,88,100,10,292
159133,True,2,100,95,94,0,289
9128,True,2,100,95,99,5,299
553986,True,3,86,100,100,3,289
249125,True,3,94,100,96,4,294
503191,True,1,100,100,100,0,300
881655,False,1,90,100,100,10,300
733635,True,1,99,100,90,7,296
720817,True,4,92,100,100,3,295
878627,True,3,100,100,100,2,302
319847,True,2,100,94,99,3,296
71720,True,3,94,100,88,4,286
561458,False,3,94,100,99,4,297
989777,True,3,96,87,100,3,286
473131,False,4,88,100,87,4,279
333351,True,1,92,88,96,5,281
645359,False,3,87,96,100,5,288
467856,False,1,95,92,100,8,295
955654,True,1,95,99,100,1,295
683216,True,4,100,100,99,2,301
984717,False,1,100,94,100,3,297
656259,True,3,100,94,95,10,299
344309,True,2,87,86,100,4,277
761024,True,1,86,100,100,9,295
228036,False,4,100,100,94,3,297
911906,True,4,98,92,91,0,281
734014,False,1,98,86,100,5,289
451965,False,3,100,96,100,6,302
107779,True,2,94,89,100,1,284
511330,True,3,92,97,100,10,299
119825,True,4,87,94,100,0,281
307587,False,1,100,89,100,0,289
638585,False,2,100,100,74,4,278
369374,False,4,97,86,98,3,284
872642,True,3,96,97,100,4,297
351098,True,2,98,94,83,5,280
381672,True,4,96,98,78,10,282
513019,True,1,91,100,88,10,289
102135,True,2,92,100,100,3,295
25812,True,1,100,100,94,2,296
753934,True,1,93,94,98,0,285
773307,False,3,94,98,94,6,292
390551,True,4,88,93,100,1,282
886253,True,2,89,96,100,7,292
173759,False,2,100,91,100,0,291
398203,True,1,100,94,85,4,283
833175,True,3,98,100,94,0,292
555996,True,1,94,100,100,7,301
886596,True,1,96,88,100,7,291
191084,True,3,90,86,100,7,283
896146,True,1,100,88,96,2,286
720985,True,4,88,100,100,1,289
417609,True,3,91,92,100,0,283
76628,False,2,100,91,90,8,289
288334,True,1,100,98,76,1,275
161607,True,3,100,96,96,9,301
316276,True,3,95,87,100,2,284
13624,True,3,89,100,96,2,287
879936,False,2,98,100,100,8,306
625832,False,1,91,89,100,6,286
506046,True,1,100,92,96,8,296
345405,False,1,97,100,82,4,283
756318,False,4,100,91,100,5,296
663279,True,1,100,100,93,8,301
173050,False,4,91,100,87,1,279
726407,True,4,92,96,96,4,288
922642,True,2,89,100,100,3,292
245716,True,1,100,98,96,1,295
206825,False,1,87,100,97,0,284
6265,False,4,95,88,100,8,291
20018,True,3,95,89,98,0,282
212843,True,1,100,99,100,7,306
274239,True,4,95,100,90,7,292
586648,True,4,86,91,100,8,285
303654,True,3,91,100,100,9,300
306728,True,2,86,89,100,5,280
729651,True,3,100,95,96,2,293
275649,True,2,88,98,100,1,287
315335,True,1,94,88,100,6,288
936506,True,1,96,89,94,4,283
183250,True,3,90,96,100,5,291
839893,True,4,100,90,100,7,297
627222,True,2,96,100,100,3,299
315937,False,4,100,100,76,6,282
724114,True,3,97,95,100,6,298
306104,True,1,94,94,84,3,275
625353,True,2,91,100,92,0,283
861562,False,4,89,89,100,7,285
269446,True,4,99,99,88,1,287
662142,False,3,100,93,93,2,288
64606,True,1,88,100,89,2,279
880579,True,2,100,100,86,4,290
627582,True,2,91,93,100,10,294
115413,True,2,100,100,83,0,283
578054,True,1,86,100,100,1,287
118853,False,1,93,92,90,7,282
562167,True,1,93,99,100,9,301
712811,True,4,94,95,100,6,295
399769,True,2,100,100,88,0,288
722232,True,1,100,100,77,4,281
730623,True,1,99,100,91,8,298
884532,True,2,97,97,93,7,294
963697,False,3,88,100,100,0,288
164757,True,1,100,90,100,3,293
557425,True,1,86,88,100,3,277
821722,True,3,91,98,100,6,295
942321,True,3,97,100,85,8,290
575666,True,3,94,99,100,3,296
113588,True,3,87,93,100,2,282
193769,True,3,92,93,97,1,283
61696,False,1,87,89,100,10,286
358762,False,3,99,86,89,3,277
893821,False,2,100,89,100,10,299
329370,False,3,89,100,90,9,288
539025,True,1,100,99,76,0,275
867743,True,1,100,87,98,0,285
446830,False,4,89,91,91,3,274
805566,True,2,100,100,100,1,301
418469,True,2,96,98,95,0,289
805449,True,1,91,97,95,4,287
819236,True,4,86,100,94,7,287
285392,False,4,100,100,82,2,284
373763,True,1,90,100,96,10,296
538595,False,4,100,95,89,9,293
435997,False,4,100,100,71,7,278
770450,False,1,100,100,91,2,293
743787,False,4,100,99,100,1,300
558770,False,1,92,88,100,6,286
142632,True,4,95,87,100,2,284
956238,False,1,86,100,100,5,291
713277,False,2,95,100,100,9,304
635722,False,2,87,92,100,0,279
84877,True,4,100,97,100,10,307
759617,True,2,100,100,94,10,304
929984,False,4,100,96,84,3,283
925418,True,3,93,100,86,1,280
716876,True,1,99,99,94,9,301
49092,False,4,100,95,100,6,301
176853,True,4,98,93,98,2,291
312639,False,3,94,88,100,9,291
566508,False,2,100,97,100,7,304
621331,False,1,95,90,93,6,284
18556,True,3,100,100,86,2,288
671950,True,3,100,100,80,2,282
226737,True,2,89,92,100,9,290
922670,False,2,100,98,100,1,299
399416,True,1,100,100,88,10,298
128704,True,3,96,91,100,5,292
489829,True,3,93,100,100,0,293
788229,True,2,100,88,88,2,278
866458,True,3,98,100,100,4,302
231550,False,2,99,100,79,3,281
909510,False,4,100,100,84,6,290
338445,False,1,100,100,98,7,305
818566,True,4,100,89,100,7,296
942898,True,3,93,99,100,1,293
983854,True,2,100,86,100,0,286
399916,False,2,95,90,100,4,289
952042,True,1,95,88,88,8,279
520336,True,1,100,90,100,1,291
801196,True,2,88,94,100,4,286
55468,True,2,91,98,95,4,288
662170,True,3,100,88,99,2,289
938317,True,2,100,95,100,8,303
677076,True,4,95,100,100,9,304
290485,False,4,100,91,93,1,285
625660,True,4,100,99,100,5,304
454430,False,2,100,97,88,10,295
212895,True,2,100,100,98,6,304
353530,False,1,90,96,96,1,283
133323,False,2,87,100,100,10,297
685179,True,4,100,99,100,2,301
262980,True,1,100,100,86,3,289
684329,True,3,92,87,100,10,289
933293,True,1,98,100,75,1,274
390847,True,2,100,100,88,7,295
813283,True,4,92,99,89,7,287
524377,True,3,100,95,100,6,301
759924,True,3,90,92,100,5,287
806953,True,4,91,87,100,8,286
326733,True,1,100,100,83,10,293
547462,False,2,100,92,88,8,288
10064,False,2,100,98,89,7,294
494923,True,2,89,86,100,0,275
502142,False,4,95,86,98,5,284
869241,True,2,87,100,98,5,290
932274,False,1,100,99,100,4,303
995238,False,1,88,100,100,10,298
680405,True,2,90,93,100,2,285
298969,False,4,87,89,100,8,284
250374,False,2,99,94,100,9,302
688004,True,3,99,88,100,4,291
65758,True,4,86,94,100,3,283
768467,True,4,100,100,99,2,301
469237,True,3,94,96,99,9,298
591402,False,3,96,92,100,10,298
